PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26255436","What's the Problem? Familiarity Working Memory, and Transfer in a Problem-Solving Task","Kole JA, Snyder HR, Brojde CL, Friend A.","Am J Psychol. 2015 Summer;128(2):147-57. doi: 10.5406/amerjpsyc.128.2.0147.","Kole JA","Am J Psychol","2015","2015/08/11","","","10.5406/amerjpsyc.128.2.0147"
"21115182","Assessment of working memory components at 6years of age as predictors of reading achievements a year later","Nevo E, Breznitz Z.","J Exp Child Psychol. 2011 May;109(1):73-90. doi: 10.1016/j.jecp.2010.09.010. Epub 2010 Nov 27.","Nevo E","J Exp Child Psychol","2011","2010/12/01","","","10.1016/j.jecp.2010.09.010"
"27080643","Investigating the Role of Working Memory in Speech-in-noise Identification for Listeners with Normal Hearing","Füllgrabe C, Rosen S.","Adv Exp Med Biol. 2016;894:29-36. doi: 10.1007/978-3-319-25474-6_4.","Füllgrabe C","Adv Exp Med Biol","2016","2016/04/16","PMC5714061","EMS74988","10.1007/978-3-319-25474-6_4"
"30980343","Feature-based guidance of attention during post-saccadic selection","Hollingworth A, Matsukura M.","Atten Percept Psychophys. 2019 Aug;81(6):1822-1835. doi: 10.3758/s13414-019-01719-2.","Hollingworth A","Atten Percept Psychophys","2019","2019/04/14","PMC6677607","NIHMS1526937","10.3758/s13414-019-01719-2"
"24092642","He who is well prepared has half won the battle: an FMRI study of task preparation","Manelis A, Reder LM.","Cereb Cortex. 2015 Mar;25(3):726-35. doi: 10.1093/cercor/bht262. Epub 2013 Oct 3.","Manelis A","Cereb Cortex","2015","2013/10/05","PMC4318533","","10.1093/cercor/bht262"
"33415712","Effect of attentional selection on working memory for depth in a retro-cueing paradigm","Li Z, Tong M, Chen S, Qian J.","Mem Cognit. 2021 May;49(4):747-757. doi: 10.3758/s13421-020-01123-4. Epub 2021 Jan 7.","Li Z","Mem Cognit","2021","2021/01/08","","","10.3758/s13421-020-01123-4"
"26143512","NR2B subunit in the prefrontal cortex: A double-edged sword for working memory function and psychiatric disorders","Monaco SA, Gulchina Y, Gao WJ.","Neurosci Biobehav Rev. 2015 Sep;56:127-38. doi: 10.1016/j.neubiorev.2015.06.022. Epub 2015 Jul 2.","Monaco SA","Neurosci Biobehav Rev","2015","2015/07/06","PMC4567400","NIHMS709306","10.1016/j.neubiorev.2015.06.022"
"33735614","Hemispheres in harmony","Fries P.","Neuron. 2021 Mar 17;109(6):916-917. doi: 10.1016/j.neuron.2021.02.026.","Fries P","Neuron","2021","2021/03/18","","","10.1016/j.neuron.2021.02.026"
"24240018","Working memory performance and executive function behaviors in young children with SLI","Vugs B, Hendriks M, Cuperus J, Verhoeven L.","Res Dev Disabil. 2014 Jan;35(1):62-74. doi: 10.1016/j.ridd.2013.10.022. Epub 2013 Nov 15.","Vugs B","Res Dev Disabil","2014","2013/11/19","","","10.1016/j.ridd.2013.10.022"
"19074023","Impaired working memory duration but normal learning abilities found in mice that are conditionally deficient in the close homolog of L1","Kolata S, Wu J, Light K, Schachner M, Matzel LD.","J Neurosci. 2008 Dec 10;28(50):13505-10. doi: 10.1523/JNEUROSCI.2127-08.2008.","Kolata S","J Neurosci","2008","2008/12/17","PMC2705896","NIHMS82510","10.1523/JNEUROSCI.2127-08.2008"
"30535688","The Y-Maze for Assessment of Spatial Working and Reference Memory in Mice","Kraeuter AK, Guest PC, Sarnyai Z.","Methods Mol Biol. 2019;1916:105-111. doi: 10.1007/978-1-4939-8994-2_10.","Kraeuter AK","Methods Mol Biol","2019","2018/12/12","","","10.1007/978-1-4939-8994-2_10"
"29128976","Neurons in the crow nidopallium caudolaterale encode varying durations of visual working memory periods","Hartmann K, Veit L, Nieder A.","Exp Brain Res. 2018 Jan;236(1):215-226. doi: 10.1007/s00221-017-5120-3. Epub 2017 Nov 11.","Hartmann K","Exp Brain Res","2018","2017/11/13","","","10.1007/s00221-017-5120-3"
"22664317","Children's verbal working memory: relative importance of storage, general processing speed, and domain-general controlled attention","Magimairaj BM, Montgomery JW.","Acta Psychol (Amst). 2012 Jul;140(3):196-207. doi: 10.1016/j.actpsy.2012.05.004. Epub 2012 Jun 2.","Magimairaj BM","Acta Psychol (Amst)","2012","2012/06/06","","","10.1016/j.actpsy.2012.05.004"
"36250431","The brain responses to the gating opening mechanism on perceptual and conceptual mismatches in the 1-back matching task","Yuan S, Sun T, Xiao F.","Neuroreport. 2022 Dec 14;33(17):771-776. doi: 10.1097/WNR.0000000000001845. Epub 2022 Oct 14.","Yuan S","Neuroreport","2022","2022/10/17","","","10.1097/WNR.0000000000001845"
"19041693","Effect of reversible inactivation of locus ceruleus on spatial reference and working memory","Khakpour-Taleghani B, Lashgari R, Motamedi F, Naghdi N.","Neuroscience. 2009 Feb 18;158(4):1284-91. doi: 10.1016/j.neuroscience.2008.11.001. Epub 2008 Nov 7.","Khakpour-Taleghani B","Neuroscience","2009","2008/12/02","","","10.1016/j.neuroscience.2008.11.001"
"22391121","Excitotoxic lesion of the perirhinal cortex impairs spatial working memory in a delayed-alternation task","Maioli S, Gangarossa G, Locchi F, Andrioli A, Bertini G, Rimondini R.","Behav Brain Res. 2012 May 1;230(2):349-54. doi: 10.1016/j.bbr.2012.02.030. Epub 2012 Feb 25.","Maioli S","Behav Brain Res","2012","2012/03/07","","","10.1016/j.bbr.2012.02.030"
"28916754","Performance-based ability emotional intelligence benefits working memory capacity during performance on hot tasks","Gutiérrez-Cobo MJ, Cabello R, Fernández-Berrocal P.","Sci Rep. 2017 Sep 15;7(1):11700. doi: 10.1038/s41598-017-12000-7.","Gutiérrez-Cobo MJ","Sci Rep","2017","2017/09/17","PMC5600979","","10.1038/s41598-017-12000-7"
"21670271","Short- and long-term benefits of cognitive training","Jaeggi SM, Buschkuehl M, Jonides J, Shah P.","Proc Natl Acad Sci U S A. 2011 Jun 21;108(25):10081-6. doi: 10.1073/pnas.1103228108. Epub 2011 Jun 13.","Jaeggi SM","Proc Natl Acad Sci U S A","2011","2011/06/15","PMC3121868","","10.1073/pnas.1103228108"
"15183391","The where and how of attention-based rehearsal in spatial working memory","Postle BR, Awh E, Jonides J, Smith EE, D'Esposito M.","Brain Res Cogn Brain Res. 2004 Jul;20(2):194-205. doi: 10.1016/j.cogbrainres.2004.02.008.","Postle BR","Brain Res Cogn Brain Res","2004","2004/06/09","","","10.1016/j.cogbrainres.2004.02.008"
"16177808","Low doses of delta-9 tetrahydrocannabinol (THC) have divergent effects on short-term spatial memory in young, healthy adults","Makela P, Wakeley J, Gijsman H, Robson PJ, Bhagwagar Z, Rogers RD.","Neuropsychopharmacology. 2006 Feb;31(2):462-70. doi: 10.1038/sj.npp.1300871.","Makela P","Neuropsychopharmacology","2006","2005/09/24","","","10.1038/sj.npp.1300871"
"22209640","The effects of stimulant medication on working memory functional connectivity in attention-deficit/hyperactivity disorder","Wong CG, Stevens MC.","Biol Psychiatry. 2012 Mar 1;71(5):458-66. doi: 10.1016/j.biopsych.2011.11.011. Epub 2011 Dec 29.","Wong CG","Biol Psychiatry","2012","2012/01/03","PMC4120250","NIHMS600842","10.1016/j.biopsych.2011.11.011"
"29060038","EEG alpha power change during working memory encoding in adults with different memory performance levels","Ruimin Wang, Kamezawa R, Watanabe A, Iramina K.","Annu Int Conf IEEE Eng Med Biol Soc. 2017 Jul;2017:982-985. doi: 10.1109/EMBC.2017.8036990.","Ruimin Wang","Annu Int Conf IEEE Eng Med Biol Soc","2017","2017/10/25","","","10.1109/EMBC.2017.8036990"
"24828642","The representation of order information in auditory-verbal short-term memory","Kalm K, Norris D.","J Neurosci. 2014 May 14;34(20):6879-86. doi: 10.1523/JNEUROSCI.4104-13.2014.","Kalm K","J Neurosci","2014","2014/05/16","PMC4019801","","10.1523/JNEUROSCI.4104-13.2014"
"32504250","[Neuropsychological disorders of memory]","Bormann T, Weiller C.","Nervenarzt. 2020 Jun;91(6):543-552. doi: 10.1007/s00115-020-00934-9.","Bormann T","Nervenarzt","2020","2020/06/07","","","10.1007/s00115-020-00934-9"
"22113187","Moving the hands and feet specifically impairs working memory for arm- and leg-related action words","Shebani Z, Pulvermüller F.","Cortex. 2013 Jan;49(1):222-31. doi: 10.1016/j.cortex.2011.10.005. Epub 2011 Oct 22.","Shebani Z","Cortex","2013","2011/11/25","","","10.1016/j.cortex.2011.10.005"
"11479009","The role of rat dorsomedial prefrontal cortex in working memory for egocentric responses","Ragozzino ME, Kesner RP.","Neurosci Lett. 2001 Aug 10;308(3):145-8. doi: 10.1016/s0304-3940(01)02020-1.","Ragozzino ME","Neurosci Lett","2001","2001/08/02","","","10.1016/s0304-3940(01)02020-1"
"30076533","A note on the identification of change detection task models to measure storage capacity and attention in visual working memory","Feuerstahler LM, Luck SJ, MacDonald A 3rd, Waller NG.","Behav Res Methods. 2019 Jun;51(3):1360-1370. doi: 10.3758/s13428-018-1082-z.","Feuerstahler LM","Behav Res Methods","2019","2018/08/05","PMC6360143","NIHMS985679","10.3758/s13428-018-1082-z"
"24677151","Cerebral networks of sustained attention and working memory: a functional magnetic resonance imaging study based on the Continuous Performance Test","Bartés-Serrallonga M, Adan A, Solé-Casals J, Caldú X, Falcón C, Pérez-Pàmies M, Bargalló N, Serra-Grabulosa JM.","Rev Neurol. 2014 Apr 1;58(7):289-95.","Bartés-Serrallonga M","Rev Neurol","2014","2014/03/29","","",""
"24086584","The effect of emotional content on brain activation and the late positive potential in a word n-back task","Kopf J, Dresler T, Reicherts P, Herrmann MJ, Reif A.","PLoS One. 2013 Sep 26;8(9):e75598. doi: 10.1371/journal.pone.0075598. eCollection 2013.","Kopf J","PLoS One","2013","2013/10/03","PMC3784459","","10.1371/journal.pone.0075598"
"19329569","Distracters impair and create working memory-related neuronal activity in the prefrontal cortex","Artchakov D, Tikhonravov D, Ma Y, Neuvonen T, Linnankoski I, Carlson S.","Cereb Cortex. 2009 Nov;19(11):2680-9. doi: 10.1093/cercor/bhp037. Epub 2009 Mar 27.","Artchakov D","Cereb Cortex","2009","2009/03/31","","","10.1093/cercor/bhp037"
"25720758","Stimulus familiarity improves consolidation of visual working memory representations","Blalock LD.","Atten Percept Psychophys. 2015 May;77(4):1143-58. doi: 10.3758/s13414-014-0823-z.","Blalock LD","Atten Percept Psychophys","2015","2015/02/28","","","10.3758/s13414-014-0823-z"
"30499368","Can Attention and Working Memory Impairments of Intimate Partner Perpetrators Explain Their Risky Decision Making?","Romero-Martínez Á, Lila M, Vitoria-Estruch S, Moya-Albiol L.","J Interpers Violence. 2021 Jun;36(11-12):NP6492-NP6507. doi: 10.1177/0886260518814263. Epub 2018 Nov 30.","Romero-Martínez Á","J Interpers Violence","2021","2018/12/01","","","10.1177/0886260518814263"
"25867614","Remembering to prepare: The benefits (and costs) of high working memory capacity","Richmond LL, Redick TS, Braver TS.","J Exp Psychol Learn Mem Cogn. 2015 Nov;41(6):1764-77. doi: 10.1037/xlm0000122. Epub 2015 Apr 13.","Richmond LL","J Exp Psychol Learn Mem Cogn","2015","2015/04/14","PMC4603991","NIHMS664902","10.1037/xlm0000122"
"24203781","Evidence for habituation of the irrelevant-sound effect on serial recall","Röer JP, Bell R, Buchner A.","Mem Cognit. 2014 May;42(4):609-21. doi: 10.3758/s13421-013-0381-y.","Röer JP","Mem Cognit","2014","2013/11/09","","","10.3758/s13421-013-0381-y"
"25997999","The effect of transcranial Direct Current Stimulation on gamma activity and working memory in schizophrenia","Hoy KE, Bailey NW, Arnold SL, Fitzgerald PB.","Psychiatry Res. 2015 Aug 15;228(2):191-6. doi: 10.1016/j.psychres.2015.04.032. Epub 2015 May 1.","Hoy KE","Psychiatry Res","2015","2015/05/23","","","10.1016/j.psychres.2015.04.032"
"30851624","Fast mapping short and long words: Examining the influence of phonological short-term memory and receptive vocabulary in children with developmental language disorder","Jackson E, Leitao S, Claessen M, Boyes M.","J Commun Disord. 2019 May-Jun;79:11-23. doi: 10.1016/j.jcomdis.2019.02.001. Epub 2019 Feb 28.","Jackson E","J Commun Disord","2019","2019/03/10","","","10.1016/j.jcomdis.2019.02.001"
"35577835","The capacity and organization of gustatory working memory","Lim SXL, Höchenberger R, Ruda I, Fink GR, Viswanathan S, Ohla K.","Sci Rep. 2022 May 16;12(1):8056. doi: 10.1038/s41598-022-12005-x.","Lim SXL","Sci Rep","2022","2022/05/16","PMC9110745","","10.1038/s41598-022-12005-x"
"27565246","The cost of proactive interference is constant across presentation conditions","Endress AD, Siddique A.","Acta Psychol (Amst). 2016 Oct;170:186-94. doi: 10.1016/j.actpsy.2016.08.001. Epub 2016 Aug 25.","Endress AD","Acta Psychol (Amst)","2016","2016/08/28","","","10.1016/j.actpsy.2016.08.001"
"21556695","Working memory load reduces the late positive potential and this effect is attenuated with increasing anxiety","MacNamara A, Ferri J, Hajcak G.","Cogn Affect Behav Neurosci. 2011 Sep;11(3):321-31. doi: 10.3758/s13415-011-0036-z.","MacNamara A","Cogn Affect Behav Neurosci","2011","2011/05/11","","","10.3758/s13415-011-0036-z"
"19787551","Memory reloaded: memory load effects in the attentional blink","Visser TA.","Q J Exp Psychol (Hove). 2010 Jun;63(6):1085-103. doi: 10.1080/17470210903168235. Epub 2009 Sep 23.","Visser TA","Q J Exp Psychol (Hove)","2010","2009/09/30","","","10.1080/17470210903168235"
"28750832","Functional brain activation associated with working memory training and transfer","Clark CM, Lawlor-Savage L, Goghari VM.","Behav Brain Res. 2017 Sep 15;334:34-49. doi: 10.1016/j.bbr.2017.07.030. Epub 2017 Jul 24.","Clark CM","Behav Brain Res","2017","2017/07/29","","","10.1016/j.bbr.2017.07.030"
"19968429","The role of visual working memory in attentive tracking of unique objects","Makovski T, Jiang YV.","J Exp Psychol Hum Percept Perform. 2009 Dec;35(6):1687-97. doi: 10.1037/a0016453.","Makovski T","J Exp Psychol Hum Percept Perform","2009","2009/12/09","PMC2792568","NIHMS110962","10.1037/a0016453"
"35359229","The presence of a distractor matching the content of working memory induces delayed quitting in visual search","Wu Y, Pan Y.","Atten Percept Psychophys. 2022 Apr;84(3):760-770. doi: 10.3758/s13414-022-02477-4. Epub 2022 Mar 31.","Wu Y","Atten Percept Psychophys","2022","2022/04/01","","","10.3758/s13414-022-02477-4"
"19962789","Dopamine D(1) receptors and age differences in brain activation during working memory","Bäckman L, Karlsson S, Fischer H, Karlsson P, Brehmer Y, Rieckmann A, MacDonald SW, Farde L, Nyberg L.","Neurobiol Aging. 2011 Oct;32(10):1849-56. doi: 10.1016/j.neurobiolaging.2009.10.018. Epub 2009 Dec 4.","Bäckman L","Neurobiol Aging","2011","2009/12/08","","","10.1016/j.neurobiolaging.2009.10.018"
"34085876","Efficacy of cogmed working memory training program in improving working memory in school-age children with and without neurological insults or disorders: A meta-analysis","Bharadwaj SV, Yeatts P, Headley J.","Appl Neuropsychol Child. 2022 Oct-Dec;11(4):891-903. doi: 10.1080/21622965.2021.1920943. Epub 2021 Jun 4.","Bharadwaj SV","Appl Neuropsychol Child","2022","2021/06/04","","","10.1080/21622965.2021.1920943"
"22401288","Dissociative effects of methylphenidate in nonhuman primates: trade-offs between cognitive and behavioral performance","Rajala AZ, Henriques JB, Populin LC.","J Cogn Neurosci. 2012 Jun;24(6):1371-81. doi: 10.1162/jocn_a_00225. Epub 2012 Mar 8.","Rajala AZ","J Cogn Neurosci","2012","2012/03/10","PMC3409297","NIHMS392454","10.1162/jocn_a_00225"
"24349797","A simple spatial working memory and attention test on paired symbols shows developmental deficits in schizophrenia patients","Song W, Zhang K, Sun J, Ma L, Jesse FF, Teng X, Zhou Y, Bao H, Chen S, Wang S, Yang B, Chu X, Ding W, Du Y, Cheng Z, Wu B, Chen S, He G, He L, Chen X, Li W.","Neural Plast. 2013;2013:130642. doi: 10.1155/2013/130642. Epub 2013 Nov 20.","Song W","Neural Plast","2013","2013/12/19","PMC3856212","","10.1155/2013/130642"
"30368770","Paracosms: The Imaginary Worlds of Middle Childhood","Taylor M, Mottweiler CM, Aguiar NR, Naylor ER, Levernier JG.","Child Dev. 2020 Jan;91(1):e164-e178. doi: 10.1111/cdev.13162. Epub 2018 Oct 15.","Taylor M","Child Dev","2020","2018/10/29","","","10.1111/cdev.13162"
"24168202","Role of working memory in transformation of visual and motor representations for use in mental simulation","Gabbard C, Lee J, Caçola P.","Cogn Neurosci. 2013;4(3-4):210-6. doi: 10.1080/17588928.2013.820180. Epub 2013 Jul 24.","Gabbard C","Cogn Neurosci","2013","2013/10/31","","","10.1080/17588928.2013.820180"
"20816912","Caffeine enhances working memory for extraverts","Smillie LD, Gökçen E.","Biol Psychol. 2010 Dec;85(3):496-8. doi: 10.1016/j.biopsycho.2010.08.012. Epub 2010 Sep 15.","Smillie LD","Biol Psychol","2010","2010/09/07","","","10.1016/j.biopsycho.2010.08.012"
"17364905","How do verbal distractors influence age-related operation span performance? A manipulation of inhibitory control demands","Zeintl M, Kliegel M.","Exp Aging Res. 2007 Apr-Jun;33(2):163-75. doi: 10.1080/03610730701192815.","Zeintl M","Exp Aging Res","2007","2007/03/17","","","10.1080/03610730701192815"
"24637972","The FAS fluency test in Brazilian children and teenagers: executive demands and the effects of age and gender","Dias NM, Seabra AG.","Arq Neuropsiquiatr. 2014 Jan;72(1):55-62. doi: 10.1590/0004-282X20130213.","Dias NM","Arq Neuropsiquiatr","2014","2014/03/19","","","10.1590/0004-282X20130213"
"36301273","""Are working memory models WEIRD? Testing models of working memory in a non- WEIRD sample"": Correction to Cockcroft (2022)","","Neuropsychology. 2022 Nov;36(8):752. doi: 10.1037/neu0000863.","","Neuropsychology","2022","2022/10/27","","","10.1037/neu0000863"
